year_month,year,month,source,count
2023-11,2023,11,records,263
2023-11,2023,11,sunrun,984
2023-12,2023,12,freedom_forever,218
2023-12,2023,12,records,191
2023-12,2023,12,sunrun,941
2024-01,2024,1,freedom_forever,200
2024-01,2024,1,records,257
2024-01,2024,1,sunrun,979
2024-02,2024,2,freedom_forever,246
2024-02,2024,2,records,335
2024-02,2024,2,sunrun,999
2024-03,2024,3,freedom_forever,314
2024-03,2024,3,records,385
2024-03,2024,3,sunrun,1022
2024-04,2024,4,freedom_forever,386
2024-04,2024,4,records,401
2024-04,2024,4,sunrun,1187
2024-05,2024,5,freedom_forever,355
2024-05,2024,5,records,343
2024-05,2024,5,sunrun,1260
2024-06,2024,6,freedom_forever,419
2024-06,2024,6,records,362
2024-06,2024,6,sunrun,1162
2024-07,2024,7,freedom_forever,414
2024-07,2024,7,records,390
2024-07,2024,7,sunrun,1248
2024-08,2024,8,freedom_forever,392
2024-08,2024,8,records,511
2024-08,2024,8,sunrun,1355
2024-09,2024,9,freedom_forever,334
2024-09,2024,9,records,558
2024-09,2024,9,sunrun,1247
2024-10,2024,10,freedom_forever,440
2024-10,2024,10,records,563
2024-10,2024,10,sunrun,1309
2024-11,2024,11,freedom_forever,297
2024-11,2024,11,records,654
2024-11,2024,11,sunrun,740
2024-12,2024,12,freedom_forever,284
2024-12,2024,12,records,625
2024-12,2024,12,sunrun,773
2025-01,2025,1,freedom_forever,238
2025-01,2025,1,records,813
2025-01,2025,1,sunrun,741
2025-02,2025,2,freedom_forever,221
2025-02,2025,2,records,703
2025-02,2025,2,sunrun,852
2025-03,2025,3,freedom_forever,288
2025-03,2025,3,records,770
2025-03,2025,3,sunrun,808
2025-04,2025,4,freedom_forever,165
2025-04,2025,4,records,832
2025-04,2025,4,sunrun,643
2025-05,2025,5,freedom_forever,94
2025-05,2025,5,records,816
2025-05,2025,5,sunrun,470
2025-06,2025,6,freedom_forever,3
2025-06,2025,6,records,905
2025-06,2025,6,sunrun,2
2025-07,2025,7,freedom_forever,3
2025-07,2025,7,records,1018
2025-07,2025,7,sunrun,2
2025-08,2025,8,freedom_forever,5
2025-08,2025,8,records,1091
2025-08,2025,8,sunrun,1
2025-09,2025,9,freedom_forever,3
2025-09,2025,9,records,1339
2025-10,2025,10,freedom_forever,7
2025-10,2025,10,records,1492
2025-11,2025,11,records,1316
2025-11,2025,11,sunrun,1
2025-12,2025,12,records,1618
2026-01,2026,1,freedom_forever,2
2026-01,2026,1,records,1519
2026-01,2026,1,sunrun,1
2026-02,2026,2,records,2058
2026-03,2026,3,records,4734
2026-04,2026,4,freedom_forever,4
2026-04,2026,4,records,1151
2026-05,2026,5,freedom_forever,1
2026-06,2026,6,freedom_forever,4
2026-07,2026,7,freedom_forever,1
2026-08,2026,8,freedom_forever,2
